Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
103,103,02-11-1986,103,,0,Near Zahedan,Iran,,"Near Zahedan, Iran",1,Military - Iranian Air Force,,Bakhtaran - Zahedan,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.,30-12-1899 19:25:00,Lockheed C-130,
47,45,06-11-1986,45,,0,Off Sumburgh Head,Shetlands,Scotland,"Off Sumburgh Head, Shetlands, Scotland",1,British International Helicopters,G-BWFC,,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.,,Boeing-Vertol Chinook,MJ004
40,40,25-11-1986,40,,0,Near Sarowbi,Afghanistan,,"Near Sarowbi, Afghanistan",1,Military - Afghan Republican Air Force,,,Shot down by Afghan rebels.,,Ilyushin IL-18,
82,70,12-12-1986,70,,0,Berlin,East Germany,,"Berlin, East Germany",1,Aeroflot,CCCP-65795,Minsk - Berlin,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.,,Tupolev TU-134A,63145
44,6,15-12-1986,6,,0,Near Lanzhou,China,,"Near Lanzhou, China",1,CAAC,B-3413,Lanzhou - Chengdu,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport.",,Antonov AN-24RV,37308907
106,63,25-12-1986,63,,0,Ay,Saudi Arabia,,"Ay, Saudi Arabia",1,Iraqi Airways,YI-AGJ,Baghdad - Amman,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire.",,Boeing B-737-270C,21183
14,11,27-12-1986,11,,0,Near Nasaso,Fiji,,"Near Nasaso, Fiji",1,Sunflower Airlines,DQ-FEF,Savu Savu - Nadi,The aircraft banked ninety degrees and crashed short of the runway. Loss of control due to mechanical failure. Use of a unsecured nonstandard flap attachment pin.,30-12-1899 13:48:00,de Havilland DH-114 Heron 2B,14056
22,22,02-01-1987,22,,0,Off Bata,Equatorial Guinea,,"Off Bata, Equatorial Guinea",1,Military - Spanish Air Force.,T-12B-32,Bata - Malabo,The domestiflight crashed off the island of Bioko and sending a distress message. Engine failure.,30-12-1899 16:30:00,CASA 212-100,65
51,50,03-01-1987,50,797,0,Abidjan,Ivory Coast,,"Abidjan, Ivory Coast",1,Varig,PP-VJK,Abidjan - Rio de Janeiro,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.,,Boeing B-707-379C,19822/726
3,1,12-01-1987,1,,0,Toronto,Canada,,"Toronto, Canada",1,Trillium Air,C-GIRH,,Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died.,,Britten-Norman BN-2A-20 Islander,404
54,54,13-01-1987,54,,0,Near Asmara,Ethiopia,,"Near Asmara, Ethiopia",1,Military - Ethiopian Air Force,,Asrmara - Addis Ababa,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.,30-12-1899 13:30:00,Antonov AN-12,
10,10,15-01-1987,10,1834,0,Salt Lake City,Utah,,"Salt Lake City, Utah",1,Skywest Airlines / Private.,N163SW / N6485U,Pocatello - Salt Lake City,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air trafficontrol system to provide collision protection.",30-12-1899 12:52:00,Swearingen SA-226TC / Mooney M-20C,TC-327 /
1,1,16-01-1987,1,,0,Cima,California,,"Cima, California",1,California Air Charter,N9613F,"Ontario, CA - Las Vegas, NV","While en route the cargo plane began a gradual descent until it impacted a mountain at 6,500 ft.  Altitude not maintained. Inadvertent descent by pilot. Pilot fatigue (lack of sleep).",30-12-1899 06:40:00,Cessna 208 Caravan I,208-00106
18,16,30-01-1987,16,,0,Off Monrovia,Liberia,,"Off Monrovia, Liberia",1,Air Reconnaissance Unit of Liberia,ARU-021,,,,Cessna U-27A Caravan I,208-00044
11,11,05-02-1987,11,,0,Near Jakiri,Cameroon,,"Near Jakiri, Cameroon",1,Aero France,F-GDHR,,Crashed into a mountain while en route.,,Learjet 55,55-070
17,14,06-02-1987,14,,0,Off Papua,New Guinea,,"Off Papua, New Guinea",1,Talair,P2-RDM,Rabaul - Hoskins,Ditched into the sea in poor weather conditions.,,Embraer 110P2 Bandeirante,110-262
36,36,09-02-1987,36,,0,Near Khost,Afghanistan,,"Near Khost, Afghanistan",1,Military - Afghan Republican Air Force,,,Shot down by a Stinger missile by Afghan guerillas.,30-12-1899 11:30:00,Antonov AN-26,
135,1,14-02-1987,1,,0,Durango,Mexico,,"Durango, Mexico",1,Skyworld Airlines (Ports of Call Inc.),N712PC,,,,Boeing B-707-323B,
22,9,04-03-1987,9,2268,0,Detroit,Michigan,,"Detroit, Michigan",1,Northwest Airlink,N160FB,Cleveland - Detroit,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetripower condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment.",30-12-1899 14:34:00,CASA 212 Aviocar 200,160
9,9,06-03-1987,9,,0,Near Almaty,Kazakhstan,,"Near Almaty, Kazakhstan",1,Aeroflot,CCCP-26007,,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.,30-12-1899 19:10:00,Antonov An-26,9901
6,7,13-03-1987,6,,1,Spokane,Washington,,"Spokane, Washington",1,Military - U.S. Air Force,60-0361,Training,Stalled and went into a spin during a low-level refueling practice. The stall was propagated by the wake of a B-52.,,Boeing KC-135,18136/475
2,2,21-03-1987,2,,0,Mount San Gorgonio,California,,"Mount San Gorgonio, California",1,California Air National Guard,,,"Dean Paul 'Dino' Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a 'maximum climb' takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The 'maximum climb' takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude.",30-12-1899 13:55:00,F-4C Phantom jet fighter,
3,3,27-03-1987,3,,0,Eagle,Colorado,,"Eagle, Colorado",1,Connie Kalitta Services,N31SK,Denver - Vail,"The air ambulance impacted a mountain at 8,000 ft. while circling to land. Improper planned approach. Improper altitude maintained. Inadequate preflight planning. Approach charts inaccurate.",30-12-1899 20:45:00,Learjet 24A,24-118
40,40,30-03-1987,40,,0,Near Parachinar,Pakistan,,"Near Parachinar, Pakistan",1,Military - Afghan Republican Air Force,,,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.,30-12-1899 11:00:00,Antonov AN-26,
2,2,01-04-1987,2,,0,Anchorage,Alaska,,"Anchorage, Alaska",1,Air Taxi,N967JW,Local Flight,The aircraft was on the last leg of a commuter flight when it crashed in a heavily wooded area while making a VFR approach to Merrill Field. The plane struck the ground in a near vertical attitude. Fuel starvation. Auxiliary tank had fuel but the engines could not be restarted from those tanks.,30-12-1899 21:30:00,Cessna 402,4020067
10,10,02-04-1987,10,,0,Near Skien,Norway,,"Near Skien, Norway",1,Scanex Air,LN-KCR,"Hanover, West Germany - Skien, Norway",Crashed on approach five miles from it's destination.,30-12-1899 17:30:00,Beechcraft King Air C90,LJ-0793
45,27,04-04-1987,27,35,0,Medan-Polonia,Indonesia,,"Medan-Polonia, Indonesia",1,Garuda Indonesia Airlines,PK-GNQ,Banda Aceh - Medan,The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.,30-12-1899 14:40:00,McDonnell Douglas DC-9-32,47741/836
4,4,13-04-1987,4,,0,Kansas City,Kansas,,"Kansas City, Kansas",1,Burlington Air Express,N144SP,Wichita - Kansas City,The cargo plane flew into the ground short of the runway despite warnings from the controller. Improper IFR procedure. Disregarded decision height. Disregarded warnings.,30-12-1899 21:55:00,Boeing 707-351C,19209/510
2,2,23-04-1987,2,,0,Wilmington,North Carolina,,"Wilmington, North Carolina",1,Air-Lift Commuter,N505LB,Wilmington - Lumberton,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.,30-12-1899 19:35:00,Swearingen SA-26TC Metro II,TC-202
13,13,05-05-1987,13,,0,Malakal,Sudan,,"Malakal, Sudan",1,Sasco Air Lines,ST-AIJ,,Shot down by rebels shortly after taking off.,,Cessna 404 Titan II,404-0612
6,6,04-10-1988,6,,0,Near Batagay,Russia,,"Near Batagay, Russia",1,Aeroflot,CCCP-11418,Tikis - Batagay,"The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain.",30-12-1899 23:00:00,Antonov 12BP,401712
6,2,08-05-1987,2,5452,0,Mayaguez,Puerto Rico,,"Mayaguez, Puerto Rico",1,American Eagle,N432CA,"San Juan, PR - Mayaguez, PR",Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetripower condition. A factor contributing to the accident was the pilot's unstabilized visual approach.,30-12-1899 06:50:00,CASA 212 Aviocar 200,271
183,183,09-05-1987,183,5055,0,Warsaw,Poland,,"Warsaw, Poland",1,LOT Polish Airlines,SP-LBG,Warsaw - New York City,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko.",30-12-1899 11:12:00,Ilyushin IL-62M,3344942
2,2,11-05-1987,2,,0,Pickle Lake,Ontario,Canada,"Pickle Lake, Ontario, Canada",1,Air Manitoba,C-FADD,Big Trout - Pickle Lake,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.,30-12-1899 18:00:00,Douglas C-47B,26324
3,2,13-05-1987,2,,0,Sayre,Pennsylvania,,"Sayre, Pennsylvania",1,Air Taxi,N32774,"Sayre, PA - Washington, District of Colombia","During initial climb after takeoff, smoke was observed in the cockpit. When the smoke became hvy, the plt decided to land. He attempted a forced landing on rising terrain in foggy conditions. Subsequently, the aircraft crashed into the side of the hill & began burning. Electrical short and arcing leading to fire.",30-12-1899 07:20:00,Piper PA-32-300,327540064
16,14,19-05-1987,14,,0,Santa Cruz,Bolivia,,"Santa Cruz, Bolivia",1,YPFB Transportes Aereos,CP-1018,Camiri - Santa Cruz,Crashed into high terrain in poor weather.,,de Havilland Canada DHC-6 Twin Otter 300,363
8,8,23-05-1987,8,,0,Near Ruteng,Indonesia,,"Near Ruteng, Indonesia",1,Merpati Nusantara Airlines,PK-NUW,,Crashed into a ditch while attempting to land at Ruteng.,,de Havilland Canada DHC-6 Twin Otter 300,474
30,6,25-05-1987,6,,0,Ilaga,Indonesia,,"Ilaga, Indonesia",1,Missionary Aviation Fellowship,PK-MAM,,Crashed into a ravine while attempting to land.,,de Havilland Canada DHC-6 Twin Otter 100,76
4,2,30-05-1987,2,,0,Lübeck,Germany,,"Lübeck , Germany",1,Travel Air Flug,D-IAEC,,"Crashed into an antenna. One of the pilots killed in this accident survived the September 6, 1971 Pan International accident.",,Cessna 501 Citation,501-0203
10,10,05-06-1987,10,,0,Bolivar State,Venezuela,,"Bolivar State, Venezuela",1,Rutaca,YV-230C,,,,Britten-Norman BN-2A Islander,19
53,53,11-06-1987,53,,0,Khost,Afghanistan,,"Khost, Afghanistan",1,Bakhtar Afghan Airlines,YA-BAL,Kandahar - Kabul,Shot down by rebels forces with a surface-to-air missile.,,Antonov AN-26,14105
46,46,18-06-1987,46,,0,Near Montelillo,Peru,,"Near Montelillo, Peru",1,Military - Peruvian Air Force,FAP-392,Lima - Saposa,Crashed into a gorge near the Jerache River  while en route on a domestiflight in adverse weather conditions.,30-12-1899 10:00:00,Antonov AN-26,5805
29,8,19-06-1987,8,,0,Berdiansk,USSR,,"Berdiansk, USSR",1,Aeroflot,CCCP-87826,,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire.",,Yakovlev YAK-40,9241824
45,45,21-06-1987,45,,0,Heho,Burma,,"Heho, Burma",1,Burma Airways,XY-ADP,Heho - Mong Hsat,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho.",,Fokker F-27 Friendship 200,10357
50,50,26-06-1987,50,,0,Near Baguio,Philippines,,"Near Baguio, Philippines",1,Philippine Air Lines,RP-C1015,Manila - Baguio,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.,30-12-1899 11:03:00,Hawker Siddeley HS-748-209 Srs. 2,1637
6,5,01-07-1987,4,,1,Fort Bragg AFB,North Carolina,,"Fort Bragg AFB, North Carolina",1,Military - U.S. Air Force,68-10945,,"The aircraft was doing a drop and pulled up too late. The airplane skidded 1,000 yards down a dirt runway and struck a military vehicle, killing an Army soldier. The plane then impacted trees and broke up.",,Lockheed C-130E Hercules,4325
163,1,24-07-1987,1,56,0,Geneva,Switzerland,,"Geneva, Switzerland",1,Air Afrique,,Brazzaville - Paris,"Hijacked while en route from Rome, Italy to Paris, France. The hijacker killed one male passenger when the plane landed at Cointrin Airport in Switzerland to refuel, after which the plane was stormed by security personnel.",,McDonnell Douglas DC-10-30,
12,59,30-07-1987,5,,54,Mexico City,Mexico,,"Mexico City, Mexico",1,Belize Air International Ltd.,HI-481,Mexico City - Miami,The cargo plane crashed on a roadway into a restaurant after taking off  in adverse weather conditions. Overloaded. Cargo shifted on takeoff.,30-12-1899 17:03:00,Boeing B-377 Stratofreighter,16687
3,2,31-07-1987,2,,0,Guatemala City,Guatemala,,"Guatemala City, Guatemala",1,DHL,N28ST,,The cargo plane crashed into trees while attempting to land. Engine failure.,,Learjet 23A,23-013
33,2,04-08-1987,2,,0,Calama,Chile,,"Calama, Chile",1,LAN,CC-CHJ,Santiago - Calama,"The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire.",,Boeing B-737-2A1,22602
108,108,18-01-1988,108,4146,0,Near Chungking,Sichuan,China,"Near Chungking, Sichuan, China",1,China Southwest Airlines,B-222,Beijing - Chongqing,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.,30-12-1899 22:17:00,Ilyushin IL-18D,187009901
155,156,16-08-1987,154,255,2,Romulus,Michigan,,"Romulus, Michigan",1,Northwest Airlines,N312RC,"Detroit, MI - Phoenix, AZ","The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no publistatements or attended annual memorial services regarding the tragicrash, she corresponds with some of the crash victims’ loved ones.",30-12-1899 20:46:00,McDonnell Douglas MD-82,48090/1040
7,4,18-08-1987,4,,0,Near Auturn,France,,"Near Auturn, France",1,Oxaero Ltd.,G-BGEO,,Crashed into a mountain.,,Piper PA-31-350 Navajo,31-7405489
83,83,31-08-1987,83,365,0,Off Ko Phuket,Thiland,,"Off Ko Phuket, Thiland",1,Thai Airways,HS-TBC,Hat Yai - Phuket,The aircraft stalled and crashed into the ocean after the crew's attention was diverted to concern over another aircraft. Failure of the crew to monitor their airspeed. The pilot added power and raised the gear after the stick shaker activated but did not execute a recovery before hitting the sea.,30-12-1899 15:36:00,Boeing B-737-2P5,22267/685
9,9,08-09-1987,9,,0,Carajas,Brazil,,"Carajas, Brazil",1,Military - Brazilian Air Force,FAB2129,,Crashed during takeoff.,,Hawker Siddeley HS-125-403B,25290
15,15,13-09-1987,15,,0,Kunduz,Afghanistan,,"Kunduz, Afghanistan",1,Aeroflot,,,Shot down by Afghan rebels on approach.,,Antonov AN-26,
5,5,21-09-1987,5,,0,Luxor,Egypt,,"Luxor, Egypt",1,EgyptAir,SU-BCA,Training,"The plane landed too far down the runway, overran the runway, struck runway lights went through a fence and broke up.",30-12-1899 09:05:00,Airbus A.300B4-203,115
3,3,21-09-1987,3,,0,Hailey,Idaho,,"Hailey, Idaho",1,Air Taxi,N2545S,,After a dark night takeoff the aircraft was observed to execute a immediate left turn up a canyon into rising terrain. The plane stalled and crashed. Pilot misjudged proper rate of climb. Airspeed not maintained.,30-12-1899 21:10:00,Cessna T210L,21061324
49,49,11-10-1987,49,,0,Near Pagan,Myanmar,,"Near Pagan, Myanmar",1,Burma Airways,XY-AEL,Rangoon - Nyaung-U,"The aircraft crashed into a ridge at 1, 500 ft. in heavy rain while attempting to land at Nyaung-U Airport .",,Fokker F-27 Friendship 500,10689
9,2,11-10-1987,2,,0,El Poleo,Colombia,,"El Poleo, Colombia",1,Aeroejecutivos Colombia,HK-2920,,The aircraft crashed while attempting to make an emergency landing.,,de Havilland Canada DHC-6 Twin Otter 310,419
37,37,15-10-1987,37,,0,Mt. Crezzo,Italy,,"Mt. Crezzo, Italy",1,Aero Transporti Italiani,I-ATRH,Milan - Koln,"Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings.",30-12-1899 18:28:00,Aerospatiale Alenia ATR-42-312,046
9,9,19-10-1987,9,,0,Komsomolsk-on-Amur,Russia,,"Komsomolsk-on-Amur, Russia",1,MAP,CCCP-12162,,The plane overran the runway while attempting to take off crashed into a building and was destroyed.,,Antonov An-12B,9346702
4,4,04-11-1987,4,,0,Bellingham,Washington,,"Bellingham, Washington",1,Air Taxi - Flying School of the Cascades Inc.,N4178Q,"Tacoma, WA - Bellingham, WA","The pilot became lost and while flying at a low altitude, crashed. Pilot did not maintain proper altitude. Fog, low ceiling.",30-12-1899 22:40:00,Cessna 310 N,310N0078
10,10,06-11-1987,10,,0,Ulongue,Malawi,,"Ulongue, Malawi",1,Air Malawi,7Q-YMB,Blantyre - Lilongwe,Shot down by rebels.,30-12-1899 08:30:00,Shorts SC-7 Skyvan 3-100,SH-1971
4,2,10-11-1987,2,,0,Near Ross River,Canada,,"Near Ross River, Canada",1,Kenn Borek Air,C-GVYX,Fort Nelson - Ross River,"Lack of communication at the company's maintenance facility led to the dispatch of the aircraft with an unsuitable gasket in the right engine and the subsequent loss of engine oil. A single-engine go-around was attempted when the combination of single-engine performance, a low cloud base, and high terrain surrounding a confined operating area made a successful overshoot uncertain. The flaps were fully retracted before the minimum speed for single-engine flight in the zero flap configuration was achieved.",30-12-1899 17:13:00,de Havilland Canada DHC-4A Caribou,292
82,28,15-11-1987,28,1713,0,Denver,Colorado,,"Denver, Colorado",1,Continental Airlines,N626TX,"Denver, CO - Boise, ID","During a snowstorm in Denver, the flight was delayed 27 minutes after de-icing. When the aircraft took off, the crew experienced a rapid rotation during takeoff, overturned and crashed. Icing. Failure of the captain to de-ice a second time.",30-12-1899 14:15:00,McDonnell Douglas DC-9-14,45726/36
21,18,23-11-1987,18,103,0,Homer,Alaska,,"Homer, Alaska",1,Ryan Air Services,N401RA,Kodiak - Homer,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.,30-12-1899 18:25:00,Beechcraft 1900C,UB-58
2,2,27-11-1987,2,,0,Off Kaikoura,New Zealand,,"Off Kaikoura, New Zealand",1,Flynn's Ferry Service,ZK-SFB,Wellington - Christchurch,"The cargo plane stalled, went into a spin and crashed into the sea. Icing. The aircraft did not have any airframe deicing equipment.",,Cessna 208 Caravan I,208-00059
11,10,19-01-1988,10,,0,Green Island,Taiwan,,"Green Island, Taiwan",1,Taiwan Airlines,B-11125,,Crashed in mountains.,,Britten-Norman BN-2A-26 Trislander,2029
17,9,19-01-1988,9,2286,0,Bayfield,Colorado,,"Bayfield, Colorado",1,Trans Colorado AL / Continental Express,N68TC,"Denver, CO - Durango, CO",The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose VOR/DME approach instead of ILS.  The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.,30-12-1899 19:20:00,Swearingen SA.227AC Metro,AC-457
159,159,28-11-1987,159,295,0,Off Mauritius,Indian Ocean,,"Off Mauritius, Indian Ocean",1,South African Airways,ZS-SAS,"Taipei, Taiwan -  Mauritius - Johannesburg, South Africa","While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage.",30-12-1899 04:00:00,Boeing B-747-244B,22171/488
115,115,29-11-1987,115,858,0,Over the Andaman Sea,,,Over the Andaman Sea,1,Korean Airlines,HL-7406,Abu Dhabi - Bangkok,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime.",30-12-1899 11:30:00,Boeing B-707-3B5C,20522/855
14,14,03-12-1987,14,,0,Near Kishwati,Rwanda,,"Near Kishwati, Rwanda",1,Cooper Skybird Air Charters,5Y-EJS,,Crashed shortly after takeoff into a remote mountainous area.,,Cessna 404 Titan,
43,43,07-12-1987,43,1771,0,San Luis Obispo,California,,"San Luis Obispo, California",1,PacifiSouthwest Airlines,N350PS,Los Angeles - San Fransisco,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantimessage to air trafficontrollers: 'There’s gunfire aboard.' Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph. Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.",30-12-1899 16:16:00,British Aerospace BAe-146-200A,E-2027
43,42,08-12-1987,42,,0,Off Lima,Peru,,"Off Lima, Peru",1,Military - Peruvian Naval Aviation,AE-560,Pucallpa - Lima,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,,Fokker F-27 Friendship 400M,10548
4,1,08-12-1987,1,,0,Kanabea,Papua New Guinea,,"Kanabea, Papua New Guinea",1,Talair,P2-MIB,,Crashed on takeoff.,,Britten-Norman BN-2A-2 Islander,217
15,15,13-12-1987,15,,0,Near Iligan,Philippines,,"Near Iligan, Philippines",1,Philippine Air Lines,EI-BTJ,Cebu - Iligan,"Crashed into Mt. Munay at 5,000 ft. while approaching Maria Cristina for landing.",,Shorts 360-300,SH-3719
29,29,14-12-1987,29,,0,Off Vila dos Remidos,Brazil,,"Off Vila dos Remidos, Brazil",1,Military - Brazilian Air Force,C-130-2468,Recife - Fernando de Noronha,Crashed into the AtlantiOcean while en route for reasons unknown.,30-12-1899 21:30:00,Lockheed C-130H,
16,16,21-12-1987,16,,0,Bordeaux,France,,"Bordeaux, France",1,Air Littoral,F-GEGH,Brussels - Bordeaux,Crashed short of the runway and struck trees in fog after being diverted due to the weather.,30-12-1899 15:10:00,Embraer 120 Brasilia,120-033
15,15,21-12-1987,15,,0,Eugene Island,,,Eugene Island,1,Air Taxi - Petroleum Helicopters Inc.,N3596N,,The helicopter crashed while attempting to land on an oil rig. Improper planned approach. Clearance not maintained.,,Aerospatiale SA-330J,1588
3,2,22-12-1987,2,,0,Chadron,Nebraska,,"Chadron, Nebraska",1,Air Taxi,N105GP,"Alliance, AK - Chadron, NE",Became disoriented while en route and crashed into trees on a ridge. Improper IFR procedure. Proper alititude not maintained.,30-12-1899 20:57:00,Cessna 402C,402C0642
8,6,23-12-1987,6,,0,Kenai,Alaska,,"Kenai, Alaska",1,Southcentral Air,N496SC,"Kenai, AK - Anchorage, AK",Lost the right engine while taking off and made a forced landing. Failure of the right engine cylinder failure. Improper use of throttle controls during the emergency.,30-12-1899 06:11:00,Piper PA-31-350 Navajo,31-7752077
8,8,23-12-1987,8,,0,Maunaloa,Hawaii,,"Maunaloa, Hawaii",1,Panorama Air Tour,N712AN,"Honolulu, HI - Molokai, HI",Flying between islands at night with no moon the aircraft disappeared and was never found. Radar showed the aircraft slowed and went in a spin after losing the left engine.,30-12-1899 18:53:00,Piper PA-31-350 Navajo,31-7652151
17,17,30-12-1987,17,,0,PacifiOcean,,,PacifiOcean,1,Merpati Nasantara Airlines,PK-NUY,Samarinda - Berau,"Disappeared between Samarinda and Berau, Indonesia.",,de Havilland Canada DHC-6 Twin Otter 300,459
16,16,02-01-1988,16,3780,0,Izmir,Turkey,,"Izmir, Turkey",1,Condor Flugdienst,D-ABHD,Stuttgart - Izmir,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.,30-12-1899 19:20:00,Boeing B-737-230A,22635/774
2,2,08-01-1988,2,,0,Monroe,Louisiana,,"Monroe, Louisiana",1,Phoenix Air,N79SF,"Memphis, TN - Monroe, LA",The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.,30-12-1899 05:19:00,Learjet 36A,36-041
9,9,18-01-1988,9,,0,Mt. Colorado,Bolivia,,"Mt. Colorado, Bolivia",1,ETA - Empresa Transportes Aéreos,CP-1244,,Struck Mt. Colorado in poor weather.,,Curtiss C-46A-55,246
143,11,18-01-1988,11,,0,Krosnovodsk,USSR,,"Krosnovodsk, USSR",1,Aeroflot,CCCP-85254,Moscow - Krosnovodsk,Broke in two after a heavy landing. Crew error. Co-pilot was flying the plane against requirements that the pilot fly the plane.,30-12-1899 04:20:00,Tupolev TU 154B-2,77A254
